Customer ID,frequency,monetary,recency,R_score,F_score,M_score,RFM_Score,RFM_Segment_Code,Segment
C11900,7,714.5939151464923,193,1,1,2,4,112,Lost
C11901,12,913.3714322564057,84,2,4,3,9,243,At Risk
C11902,13,1860.702669993397,65,3,5,5,13,355,Loyal
C11903,11,648.9031619719608,40,3,4,2,9,342,Loyal
C11904,8,401.6517021995084,19,4,2,1,7,421,Potential Loyalists
C11905,12,558.2625491122672,1,5,4,1,10,541,Loyal
C11906,7,645.619263111809,97,2,1,2,5,212,Lost
C11907,13,1618.8731990809815,74,2,5,5,12,255,At Risk
C11908,10,659.4255447388148,58,3,3,2,8,332,Loyal
C11909,7,652.5765664006987,233,1,1,2,4,112,Lost
C11910,10,678.1602708165082,2,5,3,2,10,532,Loyal
C11911,5,393.3173778244432,155,1,1,1,3,111,Lost
C11912,8,755.7520877154902,17,4,2,2,8,422,Potential Loyalists
C11913,14,1391.3644724956848,94,2,5,5,12,255,At Risk
C11914,8,602.0855284868214,36,4,2,2,8,422,Potential Loyalists
C11915,9,727.682972008795,125,1,2,2,5,122,Lost
C11916,9,1209.3377832176222,31,4,2,4,10,424,Potential Loyalists
C11917,10,1257.421015063014,47,3,3,4,10,334,Loyal
C11918,11,576.8600381673465,18,4,4,2,10,442,Loyal
C11919,16,1887.632697754711,1,5,5,5,15,555,Champions
C11920,9,574.1544183517284,6,5,2,2,9,522,Potential Loyalists
C11921,5,316.6415261127949,228,1,1,1,3,111,Lost
C11922,10,862.4141184646213,24,4,3,3,10,433,Loyal
C11923,3,25.308027239647917,219,1,1,1,3,111,Lost
C11924,14,1203.2878197240025,25,4,5,4,13,454,Champions
C11925,8,459.47177157734035,189,1,2,1,4,121,Lost
C11926,9,540.7961835872874,111,2,2,1,5,221,Lost
C11927,13,792.4886994080252,14,5,5,3,13,553,Loyal
C11928,8,803.0772834408593,27,4,2,3,9,423,Potential Loyalists
C11929,14,1981.4413018825012,120,1,5,5,11,155,At Risk
C11930,12,685.0781077125009,244,1,4,2,7,142,Potential Loyalists
C11931,8,697.4026426076266,195,1,2,2,5,122,Lost
C11932,6,366.7732443515144,122,1,1,1,3,111,Lost
C11933,10,817.0985615855119,2,5,3,3,11,533,Loyal
C11934,10,968.0438003005626,74,2,3,3,8,233,At Risk
C11935,10,668.8879777168243,57,3,3,2,8,332,Loyal
C11936,11,1194.5932070422302,53,3,4,4,11,344,Loyal
C11937,11,550.7368907442785,69,2,4,1,7,241,Potential Loyalists
C11938,11,720.9870575031483,36,4,4,2,10,442,Loyal
C11939,7,364.1340427283815,5,5,1,1,7,511,Potential Loyalists
C11940,21,1980.3635674420882,4,5,5,5,15,555,Champions
C11941,7,398.7203890027352,71,2,1,1,4,211,Lost
C11942,12,1687.1825271495295,116,1,4,5,10,145,At Risk
C11943,9,964.0276957084957,8,5,2,3,10,523,Potential Loyalists
C11944,17,1522.4075127970275,42,3,5,5,13,355,Loyal
C11945,15,1459.7575945173892,33,4,5,5,14,455,Champions
C11946,9,579.3283223729137,95,2,2,2,6,222,Lost
C11947,11,1013.551319235836,118,1,4,4,9,144,At Risk
C11948,10,719.360610169912,78,2,3,2,7,232,Potential Loyalists
C11949,7,782.3254798532291,41,3,1,3,7,313,Promising
C11950,10,834.38271333719,52,3,3,3,9,333,Loyal
C11951,7,472.2807827400992,125,1,1,1,3,111,Lost
C11952,17,1614.6612895511198,114,1,5,5,11,155,At Risk
C11953,12,1066.845625581828,12,5,4,4,13,544,Champions
C11954,12,743.0137539391644,2,5,4,2,11,542,Loyal
C11955,16,912.2310778480614,20,4,5,3,12,453,Loyal
C11956,12,1100.6327102938876,6,5,4,4,13,544,Champions
C11957,16,1295.7089566114817,18,4,5,5,14,455,Champions
C11958,12,745.1341741677579,97,2,4,2,8,242,Potential Loyalists
C11959,13,670.8497004006334,134,1,5,2,8,152,Potential Loyalists
C11960,9,706.9111708388856,8,5,2,2,9,522,Potential Loyalists
C11961,17,1056.8684409143575,68,2,5,4,11,254,At Risk
C11962,11,1576.4683691925698,46,3,4,5,12,345,Loyal
C11963,14,1401.977833172043,72,2,5,5,12,255,At Risk
C11964,11,501.2906691064056,6,5,4,1,10,541,Loyal
C11965,10,837.9427308242222,150,1,3,3,7,133,At Risk
C11966,9,1123.44087260175,39,3,2,4,9,324,Promising
C11967,7,873.076193350238,35,4,1,3,8,413,Potential Loyalists
C11968,6,482.1004806189957,1,5,1,1,7,511,Potential Loyalists
C11969,14,1134.8840560398546,99,2,5,4,11,254,At Risk
C11970,13,1479.2268167603672,5,5,5,5,15,555,Champions
C11971,7,641.9625545892011,37,3,1,2,6,312,Potential Loyalists
C11972,5,276.30777595111635,147,1,1,1,3,111,Lost
C11973,10,1352.6170963962459,93,2,3,5,10,235,At Risk
C11974,5,289.5336164656866,35,4,1,1,6,411,Potential Loyalists
C11975,5,471.79697136015324,261,1,1,1,3,111,Lost
C11976,5,542.3130822211431,28,4,1,1,6,411,Potential Loyalists
C11977,17,936.9599397393335,15,5,5,3,13,553,Loyal
C11978,10,1172.559595893552,2,5,3,4,12,534,Loyal
C11979,10,1298.253976482213,25,4,3,5,12,435,Loyal
C11980,14,1303.9073778433346,125,1,5,5,11,155,At Risk
C11981,10,1255.2237727590339,15,5,3,4,12,534,Loyal
C11982,5,501.11526005070783,139,1,1,1,3,111,Lost
C11983,10,1045.0497154799668,9,5,3,4,12,534,Loyal
C11984,7,268.07335058143104,67,2,1,1,4,211,Lost
C11985,13,1498.0585538605105,21,4,5,5,14,455,Champions
C11986,12,867.7454366203242,35,4,4,3,11,443,Loyal
C11987,18,2479.632359288633,41,3,5,5,13,355,Loyal
C11988,12,1893.1547965808245,51,3,4,5,12,345,Loyal
C11989,11,956.7428993756771,38,3,4,3,10,343,Loyal
C11990,10,828.7001292067126,4,5,3,3,11,533,Loyal
C11991,8,586.3626678871133,189,1,2,2,5,122,Lost
C11992,12,1135.7062458992448,2,5,4,4,13,544,Champions
C11993,16,1615.290988958624,101,2,5,5,12,255,At Risk
C11994,12,1399.7639541726755,9,5,4,5,14,545,Champions
C11995,7,769.2171706447966,124,1,1,3,5,113,Lost
C11996,13,1025.6069535355457,36,4,5,4,13,454,Champions
C11997,10,520.7048136801864,48,3,3,1,7,331,Loyal
C11998,5,329.4877171745957,232,1,1,1,3,111,Lost
C11999,9,580.4069456627375,38,3,2,2,7,322,Potential Loyalists
C12000,12,1536.8351329008738,24,4,4,5,13,445,Champions
C12001,10,1175.745382883729,175,1,3,4,8,134,At Risk
C12002,17,2537.9289821907214,2,5,5,5,15,555,Champions
C12003,12,1141.6611101453882,143,1,4,4,9,144,At Risk
C12004,11,779.5864857445745,47,3,4,3,10,343,Loyal
C12005,8,879.8145775254824,86,2,2,3,7,223,Potential Loyalists
C12006,13,1567.183822110761,26,4,5,5,14,455,Champions
C12007,17,1543.8585935691408,67,2,5,5,12,255,At Risk
C12008,15,1277.42600546892,21,4,5,5,14,455,Champions
C12009,10,838.8575956233043,99,2,3,3,8,233,At Risk
C12010,7,730.0123215500159,84,2,1,2,5,212,Lost
C12011,15,2288.2366413142054,9,5,5,5,15,555,Champions
C12012,10,608.5687213314249,2,5,3,2,10,532,Loyal
C12013,10,640.2429235175215,6,5,3,2,10,532,Loyal
C12014,6,374.47735035662333,104,2,1,1,4,211,Lost
C12015,9,511.5530535398603,18,4,2,1,7,421,Potential Loyalists
C12016,7,552.1050444390227,41,3,1,1,5,311,Lost
C12017,15,1117.2717302367384,48,3,5,4,12,354,Loyal
C12018,8,630.054667050312,20,4,2,2,8,422,Potential Loyalists
C12019,11,1134.4390299793179,86,2,4,4,10,244,At Risk
C12020,10,558.6145945129905,150,1,3,1,5,131,Lost
C12021,16,1005.7481789995684,87,2,5,4,11,254,At Risk
C12022,13,961.1321061255533,30,4,5,3,12,453,Loyal
C12023,4,198.57300935819165,58,3,1,1,5,311,Lost
C12024,8,583.196460378504,359,1,2,2,5,122,Lost
C12025,10,1059.8906850549279,73,2,3,4,9,234,At Risk
C12026,6,1065.8685411813176,9,5,1,4,10,514,Potential Loyalists
C12027,10,820.8397469004309,15,5,3,3,11,533,Loyal
C12028,5,525.1625353798711,212,1,1,1,3,111,Lost
C12029,9,1096.3871765420222,102,2,2,4,8,224,Potential Loyalists
C12030,14,1897.5864408855196,104,2,5,5,12,255,At Risk
C12031,5,224.47481502742679,35,4,1,1,6,411,Potential Loyalists
C12032,13,1247.3905032010662,90,2,5,4,11,254,At Risk
C12033,7,888.5962540942727,113,1,1,3,5,113,Lost
C12034,11,872.0542512968499,2,5,4,3,12,543,Loyal
C12035,12,1202.5649568388744,11,5,4,4,13,544,Champions
C12036,16,1184.538837225912,1,5,5,4,14,554,Champions
C12037,9,1142.0833892125295,27,4,2,4,10,424,Potential Loyalists
C12038,8,840.8467928098374,8,5,2,3,10,523,Potential Loyalists
C12039,12,1276.328281949518,34,4,4,4,12,444,Champions
C12040,13,1386.4375935376356,91,2,5,5,12,255,At Risk
C12041,11,1251.4235673862036,132,1,4,4,9,144,At Risk
C12042,10,957.0044020984848,85,2,3,3,8,233,At Risk
C12043,11,455.85585044479404,65,3,4,1,8,341,Loyal
C12044,13,1696.5249396824997,28,4,5,5,14,455,Champions
C12045,6,381.69856499410395,206,1,1,1,3,111,Lost
C12046,11,1092.3243140356967,26,4,4,4,12,444,Champions
C12047,9,464.8303711862171,11,5,2,1,8,521,Potential Loyalists
C12048,15,1353.7886682924218,3,5,5,5,15,555,Champions
C12049,14,1441.8452105327112,8,5,5,5,15,555,Champions
C12050,16,1408.7986338400674,15,5,5,5,15,555,Champions
C12051,8,522.6025661471011,77,2,2,1,5,221,Lost
C12052,8,936.6720415440033,52,3,2,3,8,323,Promising
C12053,14,1287.5933800315454,113,1,5,5,11,155,At Risk
C12054,11,739.5772850205365,60,3,4,2,9,342,Loyal
C12055,9,854.3958287573457,76,2,2,3,7,223,Potential Loyalists
C12056,9,1316.1572987320546,78,2,2,5,9,225,Loyal
C12057,8,439.65405666506354,21,4,2,1,7,421,Potential Loyalists
C12058,8,1054.3910338450871,1,5,2,4,11,524,Potential Loyalists
C12059,8,894.2781884360677,21,4,2,3,9,423,Potential Loyalists
C12060,12,1440.1148272606601,98,2,4,5,11,245,At Risk
C12061,10,846.0883341779858,35,4,3,3,10,433,Loyal
C12062,7,1042.409809857072,51,3,1,4,8,314,Promising
C12063,19,1696.283519053137,41,3,5,5,13,355,Loyal
C12064,8,763.5290600246832,65,3,2,2,7,322,Potential Loyalists
C12065,9,927.7567645598671,127,1,2,3,6,123,Potential Loyalists
C12066,12,489.2068332413819,29,4,4,1,9,441,Loyal
C12067,9,689.6090879577329,94,2,2,2,6,222,Lost
C12068,16,1295.5969183946186,7,5,5,5,15,555,Champions
C12069,6,620.600754869202,24,4,1,2,7,412,Potential Loyalists
C12070,6,621.2816695480119,86,2,1,2,5,212,Lost
C12071,12,1411.6618335217258,157,1,4,5,10,145,At Risk
C12072,10,1237.8202173040113,42,3,3,4,10,334,Loyal
C12073,9,678.6257327136872,34,4,2,2,8,422,Potential Loyalists
C12074,6,536.7384481690947,13,5,1,1,7,511,Potential Loyalists
C12075,8,1165.277916408091,79,2,2,4,8,224,Potential Loyalists
C12076,11,675.5719397076532,14,5,4,2,11,542,Loyal
C12077,8,1725.5729598228854,21,4,2,5,11,425,Potential Loyalists
C12078,4,189.64922052869096,91,2,1,1,4,211,Lost
C12079,5,189.22785219106765,212,1,1,1,3,111,Lost
C12080,8,700.1387722149085,7,5,2,2,9,522,Potential Loyalists
C12081,6,612.9062038720061,6,5,1,2,8,512,Potential Loyalists
C12082,7,384.7197317749475,63,3,1,1,5,311,Lost
C12083,9,1178.5696061431565,19,4,2,4,10,424,Potential Loyalists
C12084,17,1552.036296992768,63,3,5,5,13,355,Loyal
C12085,9,1470.0838957529984,54,3,2,5,10,325,Promising
C12086,11,1175.2829888618417,62,3,4,4,11,344,Loyal
C12087,8,705.8615001719946,91,2,2,2,6,222,Lost
C12088,8,554.3226004591312,25,4,2,1,7,421,Potential Loyalists
C12089,11,759.1007984232734,7,5,4,2,11,542,Loyal
C12090,10,1042.2581386024156,13,5,3,4,12,534,Loyal
C12091,6,650.7549755440996,14,5,1,2,8,512,Potential Loyalists
C12092,12,731.1551057233193,36,4,4,2,10,442,Loyal
C12093,15,1021.4117620236402,27,4,5,4,13,454,Champions
C12094,12,1375.852686521959,112,2,4,5,11,245,At Risk
C12095,20,2226.763688366185,18,4,5,5,14,455,Champions
C12096,7,1105.1218695862199,108,2,1,4,7,214,Potential Loyalists
C12097,12,1195.135674004869,19,4,4,4,12,444,Champions
C12098,13,1067.5859029974365,28,4,5,4,13,454,Champions
C12099,11,1195.1412712134293,23,4,4,4,12,444,Champions
C12100,11,641.770815327407,16,5,4,2,11,542,Loyal
C12101,5,138.17315556028757,333,1,1,1,3,111,Lost
C12102,12,1439.7934357212137,24,4,4,5,13,445,Champions
C12103,10,1195.1513201076245,34,4,3,4,11,434,Loyal
C12104,11,1159.195854178302,187,1,4,4,9,144,At Risk
C12105,11,1381.229756381378,69,2,4,5,11,245,At Risk
C12106,15,1765.3804400883457,120,1,5,5,11,155,At Risk
C12107,10,620.615494616358,47,3,3,2,8,332,Loyal
C12108,10,686.0530156256983,21,4,3,2,9,432,Loyal
C12109,14,1688.8326578742212,43,3,5,5,13,355,Loyal
C12110,7,597.6882767150715,77,2,1,2,5,212,Lost
C12111,9,610.4563330083798,42,3,2,2,7,322,Potential Loyalists
C12112,14,1610.8789953331266,15,5,5,5,15,555,Champions
C12113,10,546.0448530847596,32,4,3,1,8,431,Loyal
C12114,7,842.9286802126543,65,3,1,3,7,313,Promising
C12115,9,510.2615332361648,87,2,2,1,5,221,Lost
C12116,8,970.025557237929,71,2,2,3,7,223,Potential Loyalists
C12117,8,1699.8793780084357,167,1,2,5,8,125,Potential Loyalists
C12118,10,406.62949945347526,23,4,3,1,8,431,Loyal
C12119,16,1486.382212168919,24,4,5,5,14,455,Champions
C12120,5,181.7674769147869,73,2,1,1,4,211,Lost
C12121,3,148.9530243649515,116,1,1,1,3,111,Lost
C12122,11,706.2588742966955,63,3,4,2,9,342,Loyal
C12123,10,785.5101205369396,2,5,3,3,11,533,Loyal
C12124,9,1116.1492559111196,58,3,2,4,9,324,Promising
C12125,11,909.8008735875085,14,5,4,3,12,543,Loyal
C12126,6,414.033955988797,201,1,1,1,3,111,Lost
C12127,15,821.5902179586543,14,5,5,3,13,553,Loyal
C12128,9,694.6640837917691,249,1,2,2,5,122,Lost
C12129,12,834.6514289766209,21,4,4,3,11,443,Loyal
C12130,8,992.8240740882999,192,1,2,4,7,124,Potential Loyalists
C12131,12,839.7081146100691,59,3,4,3,10,343,Loyal
C12132,11,809.2484846025217,40,3,4,3,10,343,Loyal
C12133,8,450.3725537233778,29,4,2,1,7,421,Potential Loyalists
C12134,10,573.1671918193729,60,3,3,2,8,332,Loyal
C12135,7,373.1915732545383,145,1,1,1,3,111,Lost
C12136,13,1678.2673357431524,1,5,5,5,15,555,Champions
C12137,8,689.1426510853261,41,3,2,2,7,322,Potential Loyalists
C12138,10,1180.2614759964215,148,1,3,4,8,134,At Risk
C12139,12,1291.5128437066824,46,3,4,5,12,345,Loyal
C12140,8,938.8502995710032,16,5,2,3,10,523,Potential Loyalists
C12141,4,454.03029287287785,166,1,1,1,3,111,Lost
C12142,7,507.72150793796686,85,2,1,1,4,211,Lost
C12143,14,716.7780682609271,52,3,5,2,10,352,Loyal
C12144,12,875.7094378223684,138,1,4,3,8,143,At Risk
C12145,6,361.8064354170574,50,3,1,1,5,311,Lost
C12146,9,733.6711197527457,46,3,2,2,7,322,Potential Loyalists
C12147,15,1697.3893416951128,98,2,5,5,12,255,At Risk
C12148,3,410.93073511386376,391,1,1,1,3,111,Lost
C12149,8,414.0466198911406,9,5,2,1,8,521,Potential Loyalists
C12150,12,489.5898597536405,114,1,4,1,6,141,Potential Loyalists
C12151,6,482.79126659970143,49,3,1,1,5,311,Lost
C12152,6,565.7013337369287,55,3,1,2,6,312,Potential Loyalists
C12153,4,326.9967916302247,8,5,1,1,7,511,Potential Loyalists
C12154,13,697.1587010708329,64,3,5,2,10,352,Loyal
C12155,7,1051.2098526961588,187,1,1,4,6,114,Potential Loyalists
C12156,4,102.96725358449083,35,4,1,1,6,411,Potential Loyalists
C12157,9,753.0369728058577,132,1,2,2,5,122,Lost
C12158,14,1595.5422850159423,9,5,5,5,15,555,Champions
C12159,8,502.4722035020159,4,5,2,1,8,521,Potential Loyalists
C12160,13,1187.203212490688,7,5,5,4,14,554,Champions
C12161,14,666.8975829139769,1,5,5,2,12,552,Loyal
C12162,10,412.0133823351758,4,5,3,1,9,531,Loyal
C12163,15,1254.2743903200355,30,4,5,4,13,454,Champions
C12164,10,882.7023963154379,14,5,3,3,11,533,Loyal
C12165,20,1752.7644698192428,12,5,5,5,15,555,Champions
C12166,9,603.1767846976173,57,3,2,2,7,322,Potential Loyalists
C12167,13,713.5637320193831,8,5,5,2,12,552,Loyal
C12168,12,992.1977917041266,6,5,4,4,13,544,Champions
C12169,11,1456.9909386774862,184,1,4,5,10,145,At Risk
C12170,12,1305.714061266421,10,5,4,5,14,545,Champions
C12171,8,728.1815949930639,21,4,2,2,8,422,Potential Loyalists
C12172,7,573.9629375570735,28,4,1,2,7,412,Potential Loyalists
C12173,8,637.3382512870568,97,2,2,2,6,222,Lost
C12174,9,750.4096258541024,26,4,2,2,8,422,Potential Loyalists
C12175,15,1396.562934117602,2,5,5,5,15,555,Champions
C12176,18,1111.9958684501114,75,2,5,4,11,254,At Risk
C12177,6,916.8007300710532,48,3,1,3,7,313,Promising
C12178,10,1554.3849098180312,129,1,3,5,9,135,At Risk
C12179,11,907.629047446602,1,5,4,3,12,543,Loyal
C12180,19,1313.8556535665377,45,3,5,5,13,355,Loyal
C12181,6,99.54178321342889,297,1,1,1,3,111,Lost
C12182,15,1208.6059232940204,113,1,5,4,10,154,At Risk
C12183,7,399.73037319300533,17,4,1,1,6,411,Potential Loyalists
C12184,21,1587.1212865216949,115,1,5,5,11,155,At Risk
C12185,6,440.90837051755443,18,4,1,1,6,411,Potential Loyalists
C12186,7,251.16613424844073,94,2,1,1,4,211,Lost
C12187,9,801.7686445279618,16,5,2,3,10,523,Potential Loyalists
C12188,11,1001.3404896740163,10,5,4,4,13,544,Champions
C12189,11,408.06033930396956,54,3,4,1,8,341,Loyal
C12190,15,1901.856624922949,21,4,5,5,14,455,Champions
C12191,6,788.964231990498,10,5,1,3,9,513,Potential Loyalists
C12192,13,629.1217108877842,37,3,5,2,10,352,Loyal
C12193,8,857.9335587133365,21,4,2,3,9,423,Potential Loyalists
C12194,15,1222.878957562376,37,3,5,4,12,354,Loyal
C12195,6,558.7838041860971,59,3,1,2,6,312,Potential Loyalists
C12196,17,1594.644371441977,9,5,5,5,15,555,Champions
C12197,11,656.9628835614834,56,3,4,2,9,342,Loyal
C12198,12,1450.0281233475982,67,2,4,5,11,245,At Risk
C12199,4,383.3359392054267,529,1,1,1,3,111,Lost
C12200,6,686.2644009531142,42,3,1,2,6,312,Potential Loyalists
C12201,12,1371.0721779886512,9,5,4,5,14,545,Champions
C12202,10,929.2929922257629,238,1,3,3,7,133,At Risk
C12203,15,1297.6799640081877,20,4,5,5,14,455,Champions
C12204,11,586.1532209562903,108,2,4,2,8,242,Potential Loyalists
C12205,7,642.4880017244587,222,1,1,2,4,112,Lost
C12206,11,1484.76413753089,70,2,4,5,11,245,At Risk
C12207,5,576.5087025567776,42,3,1,2,6,312,Potential Loyalists
C12208,7,359.66380912548726,3,5,1,1,7,511,Potential Loyalists
C12209,10,1600.5129127669525,34,4,3,5,12,435,Loyal
C12210,12,1023.7733625097401,34,4,4,4,12,444,Champions
C12211,11,889.6692921646197,34,4,4,3,11,443,Loyal
C12212,7,918.4388209245051,14,5,1,3,9,513,Potential Loyalists
C12213,15,1159.121985736373,10,5,5,4,14,554,Champions
C12214,15,1269.8759828399002,290,1,5,4,10,154,At Risk
C12215,7,375.37377673948015,24,4,1,1,6,411,Potential Loyalists
C12216,6,596.0009631811347,166,1,1,2,4,112,Lost
C12217,8,1147.66176991563,109,2,2,4,8,224,Potential Loyalists
C12218,15,1373.6105424505072,45,3,5,5,13,355,Loyal
C12219,5,167.64106107137212,136,1,1,1,3,111,Lost
C12220,9,563.2133487156641,18,4,2,2,8,422,Potential Loyalists
C12221,7,399.9938810889862,205,1,1,1,3,111,Lost
C12222,12,748.8602045018396,40,3,4,2,9,342,Loyal
C12223,12,979.8461695134444,68,2,4,3,9,243,At Risk
C12224,10,609.1010933451073,27,4,3,2,9,432,Loyal
C12225,18,1280.1990745348694,125,1,5,5,11,155,At Risk
C12226,9,445.5243313859132,4,5,2,1,8,521,Potential Loyalists
C12227,11,1077.822322752135,44,3,4,4,11,344,Loyal
C12228,14,1808.2215864116968,167,1,5,5,11,155,At Risk
C12229,5,430.6523978119958,133,1,1,1,3,111,Lost
C12230,9,755.1593251981561,116,1,2,2,5,122,Lost
C12231,5,276.4924362196435,77,2,1,1,4,211,Lost
C12232,10,336.88793862267255,38,3,3,1,7,331,Loyal
C12233,10,837.7614604854319,167,1,3,3,7,133,At Risk
C12234,12,1272.125059853315,13,5,4,4,13,544,Champions
C12235,12,1059.9688961534666,13,5,4,4,13,544,Champions
C12236,8,609.1854976568811,4,5,2,2,9,522,Potential Loyalists
C12237,4,269.61332974240185,21,4,1,1,6,411,Potential Loyalists
C12238,6,301.14045383951134,68,2,1,1,4,211,Lost
C12239,12,882.9309499178131,186,1,4,3,8,143,At Risk
C12240,13,1371.8472766463437,58,3,5,5,13,355,Loyal
C12241,15,1662.3844906488305,2,5,5,5,15,555,Champions
C12242,11,1519.9201328857077,1,5,4,5,14,545,Champions
C12243,14,1239.4978442761426,20,4,5,4,13,454,Champions
C12244,18,1385.0900561664898,15,5,5,5,15,555,Champions
C12245,13,981.2341725332881,74,2,5,3,10,253,At Risk
C12246,7,449.3635964516121,22,4,1,1,6,411,Potential Loyalists
C12247,11,1147.5577766296185,35,4,4,4,12,444,Champions
C12248,11,686.4226304979893,31,4,4,2,10,442,Loyal
C12249,10,440.481535562913,58,3,3,1,7,331,Loyal
C12250,9,942.4802913408724,299,1,2,3,6,123,Potential Loyalists
C12251,8,709.3734124914928,110,2,2,2,6,222,Lost
C12252,10,683.422801072322,65,3,3,2,8,332,Loyal
C12253,8,674.1094915209574,98,2,2,2,6,222,Lost
C12254,15,1156.516327619686,30,4,5,4,13,454,Champions
C12255,8,970.1496961634496,54,3,2,3,8,323,Promising
C12256,12,1354.2243994753044,16,5,4,5,14,545,Champions
C12257,6,567.9073782479446,52,3,1,2,6,312,Potential Loyalists
C12258,8,900.6625401432707,231,1,2,3,6,123,Potential Loyalists
C12259,8,1010.5045634488998,85,2,2,4,8,224,Potential Loyalists
C12260,14,1695.0431214915404,18,4,5,5,14,455,Champions
C12261,14,1575.1432293899368,19,4,5,5,14,455,Champions
C12262,8,609.6892141943941,6,5,2,2,9,522,Potential Loyalists
C12263,7,551.6178374081172,9,5,1,1,7,511,Potential Loyalists
C12264,11,1245.5567336262186,65,3,4,4,11,344,Loyal
C12265,8,683.226745460922,23,4,2,2,8,422,Potential Loyalists
C12266,7,475.65166175711505,55,3,1,1,5,311,Lost
C12267,14,1114.8019000492313,13,5,5,4,14,554,Champions
C12268,8,756.0559621152554,142,1,2,2,5,122,Lost
C12269,15,973.1306311366013,73,2,5,3,10,253,At Risk
C12270,8,1219.7515015175873,107,2,2,4,8,224,Potential Loyalists
C12271,9,636.9548369821333,50,3,2,2,7,322,Potential Loyalists
C12272,14,957.2473205023086,55,3,5,3,11,353,Loyal
C12273,14,698.4785722370942,8,5,5,2,12,552,Loyal
C12274,12,622.67139406457,27,4,4,2,10,442,Loyal
C12275,16,1881.9746538229133,73,2,5,5,12,255,At Risk
C12276,9,812.397575820189,152,1,2,3,6,123,Potential Loyalists
C12277,10,916.3375657005892,17,4,3,3,10,433,Loyal
C12278,9,655.6090024937982,132,1,2,2,5,122,Lost
C12279,11,1116.069501487536,25,4,4,4,12,444,Champions
C12280,9,1447.207552910168,82,2,2,5,9,225,Loyal
C12281,11,899.1535972645619,34,4,4,3,11,443,Loyal
C12282,14,1457.737039157342,56,3,5,5,13,355,Loyal
C12283,8,460.7796388596778,19,4,2,1,7,421,Potential Loyalists
C12284,11,970.7406011581365,32,4,4,3,11,443,Loyal
C12285,11,810.9763334227321,112,2,4,3,9,243,At Risk
C12286,9,1150.8889476534766,10,5,2,4,11,524,Potential Loyalists
C12287,14,1079.6315028201523,40,3,5,4,12,354,Loyal
C12288,10,1587.7196060785886,68,2,3,5,10,235,At Risk
C12289,8,480.7383448381565,160,1,2,1,4,121,Lost
C12290,13,911.6505217292574,25,4,5,3,12,453,Loyal
C12291,7,1255.6389880943614,21,4,1,4,9,414,Potential Loyalists
C12292,14,1399.1957256523592,76,2,5,5,12,255,At Risk
C12293,16,1798.1393010937513,18,4,5,5,14,455,Champions
C12294,11,695.0017664398332,6,5,4,2,11,542,Loyal
C12295,4,148.62221936437916,73,2,1,1,4,211,Lost
C12296,8,472.50984065020265,1,5,2,1,8,521,Potential Loyalists
C12297,11,933.7139511440851,54,3,4,3,10,343,Loyal
C12298,10,849.5855422785346,194,1,3,3,7,133,At Risk
C12299,11,936.2638658767495,127,1,4,3,8,143,At Risk
C12300,7,932.0632899120936,43,3,1,3,7,313,Promising
C12301,6,205.1726447632737,50,3,1,1,5,311,Lost
C12302,14,1592.8134923927175,2,5,5,5,15,555,Champions
C12303,16,1646.2796125571053,17,4,5,5,14,455,Champions
C12304,10,1074.8139462601362,181,1,3,4,8,134,At Risk
C12305,11,781.1143950081657,20,4,4,3,11,443,Loyal
C12306,13,770.1351961972956,5,5,5,3,13,553,Loyal
C12307,11,1173.7288324654457,100,2,4,4,10,244,At Risk
C12308,11,1201.3022470319502,32,4,4,4,12,444,Champions
C12309,4,110.4403062886321,64,3,1,1,5,311,Lost
C12310,9,746.0060322936522,22,4,2,2,8,422,Potential Loyalists
C12311,12,1091.0672764060826,2,5,4,4,13,544,Champions
C12312,12,1512.3512345664983,40,3,4,5,12,345,Loyal
C12313,8,769.4529048872896,9,5,2,3,10,523,Potential Loyalists
C12314,16,1940.1445984915545,106,2,5,5,12,255,At Risk
C12315,15,1299.9942574399695,61,3,5,5,13,355,Loyal
C12316,13,1794.9612149541877,161,1,5,5,11,155,At Risk
C12317,8,1000.0906065315513,110,2,2,4,8,224,Potential Loyalists
C12318,11,1358.889926028665,7,5,4,5,14,545,Champions
C12319,11,1040.7720117868128,83,2,4,4,10,244,At Risk
C12320,7,542.9706094225096,19,4,1,1,6,411,Potential Loyalists
C12321,5,682.031587946696,236,1,1,2,4,112,Lost
C12322,11,1725.6537121955341,72,2,4,5,11,245,At Risk
C12323,9,1449.0088510922526,18,4,2,5,11,425,Potential Loyalists
C12324,11,818.0002595804674,73,2,4,3,9,243,At Risk
C12325,13,590.9900039605831,145,1,5,2,8,152,Potential Loyalists
C12326,17,1233.0603385940153,149,1,5,4,10,154,At Risk
C12327,10,1324.4785765644638,19,4,3,5,12,435,Loyal
C12328,7,831.4968464999238,66,3,1,3,7,313,Promising
C12329,5,177.90356085557957,214,1,1,1,3,111,Lost
C12330,8,567.6548507666195,53,3,2,2,7,322,Potential Loyalists
C12331,8,733.0871284790754,117,1,2,2,5,122,Lost
C12332,15,1702.3658981151389,34,4,5,5,14,455,Champions
C12333,14,1093.7314854049498,88,2,5,4,11,254,At Risk
C12334,7,672.1044290061972,70,2,1,2,5,212,Lost
C12335,9,1045.3920420664642,12,5,2,4,11,524,Potential Loyalists
C12336,8,423.0022307397195,66,3,2,1,6,321,Potential Loyalists
