Customer ID,is_churned,total_orders,total_revenue,avg_order_value,total_items,unique_products,days_active,last_order_days,order_rate,avg_items_per_order,R_score,F_score,M_score,RFM_Score
C11727,1,5,486.25928895283266,97.25185779056653,123,5,378,3,0.013227513227513227,24.6,1,1,1,3
C11728,0,9,772.5675713165448,85.84084125739386,211,6,395,60,0.02278481012658228,23.444444444444443,3,4,3,10
C11729,0,6,219.11376165396845,36.51896027566141,103,4,300,174,0.02,17.166666666666668,4,2,1,7
C11730,0,6,275.2113268632935,45.86855447721558,155,4,315,55,0.01904761904761905,25.833333333333332,5,3,2,10
C11731,0,7,462.85251689854437,66.12178812836348,159,7,237,126,0.029535864978902954,22.714285714285715,4,3,2,9
C11732,0,9,1087.1065098712918,120.78961220792131,240,7,511,11,0.01761252446183953,26.666666666666668,5,5,5,15
C11733,0,12,1526.6860519228594,127.22383766023829,290,8,512,5,0.0234375,24.166666666666668,4,4,5,13
C11734,0,7,238.86759651592433,34.12394235941776,101,5,472,46,0.014830508474576272,14.428571428571429,3,4,1,8
C11735,0,7,777.8246834783754,111.1178119254822,228,4,438,35,0.01598173515981735,32.57142857142857,4,4,4,12
C11736,0,8,536.935670974125,67.11695887176562,205,4,490,42,0.0163265306122449,25.625,4,4,3,11
C11737,1,4,766.6645362086862,191.66613405217154,126,3,439,5,0.009111617312072893,31.5,1,1,2,4
C11738,0,4,1058.4759435643268,264.6189858910817,141,3,463,8,0.008639308855291577,35.25,5,2,5,12
C11739,0,7,933.597090943229,133.37101299188984,147,4,431,57,0.016241299303944315,21.0,4,2,3,9
C11740,0,15,942.2630423519931,62.81753615679954,440,9,477,2,0.031446540880503145,29.333333333333332,4,5,4,13
C11741,0,7,505.90805813455495,72.27257973350785,189,6,412,62,0.01699029126213592,27.0,5,3,2,10
C11742,0,12,882.962849395034,73.58023744958616,252,7,422,66,0.02843601895734597,21.0,5,5,3,13
C11743,0,9,866.4886587294968,96.27651763661076,193,8,345,106,0.02608695652173913,21.444444444444443,2,3,3,8
C11744,1,5,381.547447153741,76.3094894307482,130,4,484,36,0.010330578512396695,26.0,1,1,1,3
C11745,0,7,823.9709751445,117.71013930635715,173,4,520,1,0.013461538461538462,24.714285714285715,2,3,4,9
C11746,0,8,442.7714634139883,55.346432926748534,173,7,436,108,0.01834862385321101,21.625,3,4,1,8
C11747,0,7,423.3704673557568,60.48149533653668,121,6,460,29,0.015217391304347827,17.285714285714285,5,3,2,10
C11748,0,15,1392.8975686544572,92.85983791029714,379,8,520,23,0.028846153846153848,25.266666666666666,3,5,5,13
C11749,0,8,1324.570240184986,165.57128002312325,256,7,377,67,0.021220159151193633,32.0,3,4,5,12
C11750,0,6,349.58523789159653,58.26420631526609,137,6,432,30,0.013888888888888888,22.833333333333332,5,4,2,11
C11751,0,6,173.08130032649814,28.84688338774969,168,4,297,3,0.020202020202020204,28.0,1,1,1,3
C11752,0,6,1034.4702711678624,172.4117118613104,134,5,476,56,0.012605042016806723,22.333333333333332,4,3,5,12
C11753,0,11,952.1356981699269,86.55779074272063,316,9,466,77,0.023605150214592276,28.727272727272727,5,5,5,15
C11754,0,9,620.9617316144169,68.99574795715743,170,8,507,37,0.01775147928994083,18.88888888888889,2,4,3,9
C11755,0,7,300.7026817140272,42.95752595914674,127,6,532,12,0.013157894736842105,18.142857142857142,1,2,1,4
C11756,0,11,796.8151821614374,72.43774383285795,193,8,387,92,0.028423772609819122,17.545454545454547,2,4,3,9
C11757,0,10,1111.3543760111386,111.13543760111386,241,6,503,4,0.019880715705765408,24.1,4,4,5,13
C11758,0,7,424.044586647421,60.57779809248871,166,7,348,129,0.020114942528735632,23.714285714285715,1,2,1,4
C11759,0,11,1147.0018742259876,104.27289765690797,269,8,438,15,0.02511415525114155,24.454545454545453,5,5,5,15
C11760,0,7,530.9204736500741,75.84578195001059,184,5,478,17,0.014644351464435146,26.285714285714285,5,4,3,12
C11761,0,8,424.34931147733784,53.04366393466723,161,5,371,13,0.0215633423180593,20.125,1,2,1,4
C11762,0,9,1140.2347284253697,126.69274760281886,227,6,397,83,0.022670025188916875,25.22222222222222,5,5,5,15
C11763,0,9,1311.0739534740462,145.67488371933848,221,7,405,73,0.022222222222222223,24.555555555555557,2,4,5,11
C11764,0,6,602.8903933629292,100.48173222715486,142,5,496,14,0.012096774193548387,23.666666666666668,3,4,4,11
C11765,0,9,1023.8871328338978,113.7652369815442,277,7,446,65,0.020179372197309416,30.77777777777778,5,4,4,13
C11766,0,7,444.1798503430509,63.45426433472155,135,5,433,108,0.016166281755196306,19.285714285714285,1,2,1,4
C11767,0,3,261.5894167591091,87.19647225303636,67,2,261,138,0.011494252873563218,22.333333333333332,1,1,1,3
C11768,0,6,301.714310450708,50.28571840845134,118,5,431,9,0.013921113689095127,19.666666666666668,1,1,1,3
C11769,0,6,703.1191799721428,117.18652999535713,173,6,497,1,0.012072434607645875,28.833333333333332,5,3,4,12
C11770,0,10,854.0879174443293,85.40879174443293,209,7,450,16,0.022222222222222223,20.9,2,5,3,10
C11771,0,6,610.360513166552,101.72675219442533,129,5,522,13,0.011494252873563218,21.5,1,2,3,6
C11772,0,13,1587.7252705289998,122.13271311761537,353,8,421,26,0.030878859857482184,27.153846153846153,1,5,5,11
C11773,0,8,849.1286238708641,106.14107798385801,183,7,498,34,0.01606425702811245,22.875,1,3,4,8
C11774,0,8,798.6734213402862,99.83417766753577,175,7,167,59,0.04790419161676647,21.875,1,2,3,6
C11775,0,4,400.739434572152,100.184858643038,88,4,321,17,0.012461059190031152,22.0,5,1,1,7
C11776,0,6,337.63253080569183,56.272088467615305,103,4,391,53,0.015345268542199489,17.166666666666668,3,4,2,9
C11777,0,3,274.82959498256514,91.60986499418838,67,3,340,71,0.008823529411764706,22.333333333333332,5,1,1,7
C11778,0,3,257.82071586607543,85.94023862202515,41,2,423,25,0.0070921985815602835,13.666666666666666,4,4,5,13
C11779,0,10,967.1054006607628,96.71054006607628,312,7,404,133,0.024752475247524754,31.2,3,4,4,11
C11780,0,14,1394.2596970919392,99.58997836370995,331,10,491,24,0.028513238289205704,23.642857142857142,2,5,5,12
C11781,0,4,115.4554311311442,28.86385778278605,67,3,503,24,0.007952286282306162,16.75,4,1,1,6
C11782,1,4,670.8339159181714,167.70847897954286,108,3,201,164,0.01990049751243781,27.0,1,1,2,4
C11783,0,7,618.5618419118216,88.36597741597451,220,6,456,59,0.015350877192982455,31.428571428571427,3,4,5,12
C11784,0,10,828.2476219496889,82.82476219496888,240,6,446,86,0.02242152466367713,24.0,4,4,4,12
C11785,0,7,611.0424803027856,87.29178290039795,197,5,432,71,0.016203703703703703,28.142857142857142,4,2,3,9
C11786,0,6,991.7767092722489,165.29611821204148,193,5,485,56,0.012371134020618556,32.166666666666664,5,4,5,14
C11787,0,8,761.1136913315078,95.13921141643847,160,6,528,15,0.015151515151515152,20.0,3,3,3,9
C11788,0,11,674.2350658407878,61.29409689461707,195,10,406,55,0.027093596059113302,17.727272727272727,3,5,4,12
C11789,0,12,795.6584391034336,66.30486992528613,254,8,467,37,0.02569593147751606,21.166666666666668,1,4,3,8
C11790,0,11,1026.4637208699833,93.31488371545302,314,9,481,62,0.02286902286902287,28.545454545454547,2,5,5,12
C11791,0,7,530.5870895526252,75.79815565037504,169,7,320,65,0.021875,24.142857142857142,4,3,3,10
C11792,0,6,666.7763639389107,111.12939398981844,191,6,457,34,0.01312910284463895,31.833333333333332,2,2,3,7
C11793,0,9,736.7544916989613,81.86161018877347,259,5,414,128,0.021739130434782608,28.77777777777778,3,4,3,10
C11794,0,2,349.18584371003476,174.59292185501738,66,2,489,20,0.00408997955010225,33.0,5,1,1,7
C11795,0,10,1385.8181417264248,138.58181417264248,219,8,467,42,0.021413276231263382,21.9,2,4,5,11
C11796,0,12,822.9834144907848,68.5819512075654,157,8,498,10,0.024096385542168676,13.083333333333334,1,4,4,9
C11797,0,6,292.2049768547803,48.700829475796716,158,3,501,40,0.011976047904191617,26.333333333333332,1,1,1,3
C11798,0,9,516.9218036096294,57.435755956625485,203,7,419,88,0.021479713603818614,22.555555555555557,5,4,2,11
C11799,0,11,1423.9232366111858,129.44756696465325,338,8,352,13,0.03125,30.727272727272727,4,5,5,14
C11800,0,5,498.226187953089,99.6452375906178,107,5,300,192,0.016666666666666666,21.4,2,1,2,5
C11801,0,8,1019.9699571039961,127.49624463799951,241,5,391,48,0.020460358056265986,30.125,1,2,4,7
C11802,0,6,691.1966211964692,115.1994368660782,133,5,171,186,0.03508771929824561,22.166666666666668,4,2,3,9
C11803,0,10,848.9612745593104,84.89612745593104,258,8,496,20,0.020161290322580645,25.8,2,4,3,9
C11804,0,6,888.2228362005214,148.03713936675356,183,4,307,138,0.019543973941368076,30.5,4,2,3,9
C11805,0,7,918.1080864932217,131.15829807046023,162,6,319,35,0.0219435736677116,23.142857142857142,2,3,3,8
C11806,0,6,417.69419317886275,69.61569886314379,221,4,288,3,0.020833333333333332,36.833333333333336,1,1,1,3
C11807,0,14,1368.4866233917746,97.7490445279839,346,10,504,18,0.027777777777777776,24.714285714285715,3,5,5,13
C11808,0,7,636.9261266876805,90.98944666966864,186,5,375,165,0.018666666666666668,26.571428571428573,2,2,2,6
C11809,0,5,149.92168759868466,29.984337519736933,53,5,194,231,0.02577319587628866,10.6,5,2,2,9
C11810,0,8,930.3519341107922,116.29399176384902,205,8,509,21,0.015717092337917484,25.625,4,4,5,13
C11811,0,10,1074.3129714745562,107.43129714745562,271,8,488,46,0.020491803278688523,27.1,1,5,5,11
C11812,0,11,1115.3498579227955,101.39544162934504,262,8,414,95,0.026570048309178744,23.818181818181817,1,4,4,9
C11813,0,6,461.08284585589365,76.84714097598227,185,6,315,210,0.01904761904761905,30.833333333333332,3,2,2,7
C11814,0,3,147.74441686513927,49.24813895504642,29,3,424,113,0.007075471698113208,9.666666666666666,3,1,1,5
C11815,0,13,1209.9166922967636,93.07051479205873,264,8,502,7,0.025896414342629483,20.307692307692307,3,5,5,13
C11816,0,8,336.7589316212262,42.09486645265328,156,6,407,53,0.019656019656019656,19.5,5,5,5,15
C11817,0,9,833.9786095529676,92.66428995032973,204,7,389,119,0.02313624678663239,22.666666666666668,3,3,3,9
C11818,0,10,767.4603048517557,76.74603048517557,218,7,490,30,0.02040816326530612,21.8,3,4,3,10
C11819,0,10,634.5782622395413,63.457826223954136,260,9,541,3,0.018484288354898338,26.0,1,4,3,8
C11820,0,7,415.4400311580124,59.34857587971606,110,7,505,5,0.013861386138613862,15.714285714285714,4,4,2,10
C11821,0,7,615.7597299232898,87.96567570332711,151,5,475,69,0.014736842105263158,21.571428571428573,1,2,2,5
C11822,0,11,482.35934695525,43.85084972320454,249,9,455,69,0.024175824175824177,22.636363636363637,5,5,3,13
C11823,0,5,504.08707837817747,100.81741567563549,181,3,349,188,0.014326647564469915,36.2,3,2,2,7
C11824,0,3,372.88761189359263,124.29587063119754,118,3,281,59,0.010676156583629894,39.333333333333336,4,1,1,6
C11825,0,4,251.6473314971222,62.91183287428055,105,3,409,123,0.009779951100244499,26.25,1,1,1,3
C11826,0,8,634.4770316182252,79.30962895227815,203,5,468,62,0.017094017094017096,25.375,2,3,2,7
C11827,1,12,1249.918693586114,104.15989113217616,309,8,524,9,0.022900763358778626,25.75,1,4,4,9
C11828,0,5,835.112172261558,167.02243445231161,151,4,461,73,0.010845986984815618,30.2,3,2,5,10
C11829,0,8,641.1472410534241,80.14340513167801,225,5,495,13,0.01616161616161616,28.125,4,4,3,11
C11830,0,7,474.82486705555567,67.83212386507938,206,6,501,39,0.013972055888223553,29.428571428571427,3,3,2,8
C11831,0,5,494.78242288053957,98.95648457610791,103,5,423,112,0.01182033096926714,20.6,2,1,2,5
C11832,0,2,40.63646585121275,20.318232925606374,13,2,24,163,0.08333333333333333,6.5,2,1,1,4
C11833,0,9,757.6786202071326,84.18651335634806,182,7,420,46,0.02142857142857143,20.22222222222222,4,5,4,13
C11834,0,2,214.01141201411718,107.00570600705859,56,2,467,49,0.004282655246252677,28.0,5,1,1,7
C11835,0,9,468.5434309552031,52.06038121724479,233,7,469,26,0.019189765458422176,25.88888888888889,2,4,2,8
C11836,0,9,840.555424707421,93.39504718971345,173,8,477,14,0.018867924528301886,19.22222222222222,3,4,3,10
C11837,0,7,562.0235442121746,80.28907774459637,173,6,396,64,0.017676767676767676,24.714285714285715,2,3,2,7
C11838,0,3,192.0176642755526,64.00588809185086,62,3,184,273,0.016304347826086956,20.666666666666668,4,1,1,6
C11839,0,10,1024.586938889733,102.45869388897329,290,6,525,14,0.01904761904761905,29.0,4,4,4,12
C11840,0,10,457.68981097873524,45.76898109787352,222,8,465,48,0.021505376344086023,22.2,3,5,3,11
C11841,0,15,1367.153308728957,91.1435539152638,434,9,391,78,0.03836317135549872,28.933333333333334,3,5,5,13
C11842,0,6,445.29692340921196,74.21615390153532,132,5,472,39,0.012711864406779662,22.0,3,2,2,7
C11843,0,17,1612.6192038095285,94.85995316526638,508,10,478,11,0.03556485355648536,29.88235294117647,4,5,5,14
C11844,0,6,477.1227344005657,79.52045573342762,143,6,436,85,0.013761467889908258,23.833333333333332,2,1,1,4
C11845,0,3,93.68960454535642,31.229868181785474,43,3,427,64,0.00702576112412178,14.333333333333334,5,1,1,7
C11846,0,10,1749.9548387400575,174.99548387400574,279,7,351,109,0.02849002849002849,27.9,5,5,5,15
C11847,0,4,686.8086559123777,171.70216397809443,95,3,338,141,0.011834319526627219,23.75,2,1,2,5
C11848,0,5,408.9432740280545,81.78865480561089,123,2,236,288,0.0211864406779661,24.6,1,1,2,4
C11849,0,9,683.8893156597056,75.98770173996729,196,6,439,9,0.02050113895216401,21.77777777777778,5,5,4,14
C11850,0,3,330.6767270835082,110.22557569450272,86,3,235,4,0.01276595744680851,28.666666666666668,3,1,1,5
C11851,0,8,872.14390382475,109.01798797809376,216,7,294,78,0.027210884353741496,27.0,3,4,3,10
C11852,0,6,466.4363841983473,77.73939736639122,121,6,257,202,0.023346303501945526,20.166666666666668,5,2,2,9
C11853,0,8,866.8087413445165,108.35109266806457,207,7,431,14,0.018561484918793503,25.875,1,2,3,6
C11854,0,4,296.08297267830187,74.02074316957547,70,3,343,11,0.011661807580174927,17.5,4,1,1,6
C11855,0,8,927.4611120354,115.932639004425,276,6,538,5,0.01486988847583643,34.5,2,3,4,9
C11856,0,11,1033.5770050843153,93.96154591675594,291,8,418,100,0.02631578947368421,26.454545454545453,5,5,5,15
C11857,0,16,1666.482267190796,104.15514169942475,388,10,488,51,0.03278688524590164,24.25,1,5,5,11
C11858,0,3,417.0589161883699,139.01963872945663,86,3,436,93,0.006880733944954129,28.666666666666668,1,1,2,4
C11859,0,9,553.0127145498273,61.44585717220303,256,6,351,121,0.02564102564102564,28.444444444444443,3,4,2,9
C11860,0,7,785.7302247481646,112.24717496402351,181,7,271,270,0.025830258302583026,25.857142857142858,4,2,3,9
C11861,0,10,1351.0208111454995,135.10208111454995,282,7,399,7,0.02506265664160401,28.2,4,4,5,13
C11862,0,13,834.2549573589629,64.17345825838176,300,6,479,44,0.027139874739039668,23.076923076923077,3,5,4,12
C11863,0,8,534.7419168901375,66.84273961126719,146,7,408,100,0.0196078431372549,18.25,5,4,3,12
C11864,0,11,534.1184853070199,48.55622593700181,280,6,505,13,0.02178217821782178,25.454545454545453,3,5,2,10
C11865,0,5,715.1913894906586,143.03827789813172,174,5,218,116,0.022935779816513763,34.8,1,1,2,4
C11866,0,4,494.47493648895113,123.61873412223778,89,3,383,45,0.010443864229765013,22.25,5,1,2,8
C11867,0,9,831.7995890753473,92.42217656392748,262,8,471,68,0.01910828025477707,29.11111111111111,2,5,4,11
C11868,0,9,444.5833166994899,49.39814629994332,176,6,412,63,0.021844660194174758,19.555555555555557,1,3,1,5
C11869,0,8,635.0801398806104,79.3850174850763,179,7,463,58,0.017278617710583154,22.375,1,3,2,6
C11870,0,8,1131.1311049948936,141.3913881243617,214,8,440,35,0.01818181818181818,26.75,3,3,4,10
C11871,0,12,1135.1992459051335,94.59993715876112,292,7,430,10,0.027906976744186046,24.333333333333332,3,5,5,13
C11872,0,8,545.4215322711799,68.17769153389749,225,6,409,29,0.019559902200488997,28.125,5,4,2,11
C11873,0,9,857.5804217315319,95.28671352572577,204,8,390,72,0.023076923076923078,22.666666666666668,3,3,3,9
C11874,0,8,1078.574504962474,134.82181312030926,250,6,462,27,0.017316017316017316,31.25,2,3,4,9
C11875,0,4,107.39937689219309,26.849844223048272,59,4,345,196,0.011594202898550725,14.75,2,1,1,4
C11876,0,14,1137.9218820273188,81.28013443052278,359,10,445,74,0.03146067415730337,25.642857142857142,3,5,5,13
C11877,0,6,1235.117332475653,205.85288874594218,199,4,430,43,0.013953488372093023,33.166666666666664,1,1,4,6
C11878,0,2,32.80226350404018,16.40113175202009,28,2,265,143,0.007547169811320755,14.0,5,1,2,8
C11879,1,11,737.0991412043742,67.00901283676129,278,9,533,0,0.020637898686679174,25.272727272727273,1,4,2,7
C11880,0,5,1120.3651151340514,224.0730230268103,220,5,512,19,0.009765625,44.0,4,2,5,11
C11881,0,6,920.8086738801924,153.4681123133654,153,5,419,65,0.014319809069212411,25.5,2,2,4,8
C11882,0,9,658.028918567363,73.11432428526255,202,7,431,108,0.02088167053364269,22.444444444444443,4,5,5,14
C11883,0,8,1056.9052510791541,132.11315638489427,178,4,466,58,0.017167381974248927,22.25,1,3,4,8
C11884,0,5,254.13445523932276,50.82689104786455,134,3,424,65,0.01179245283018868,26.8,2,1,1,4
C11885,0,4,552.5534194005513,138.13835485013783,127,4,227,222,0.01762114537444934,31.75,3,1,3,7
C11886,0,7,934.458000601386,133.4940000859123,219,6,340,196,0.020588235294117647,31.285714285714285,5,3,5,13
C11887,0,10,800.8258963926564,80.08258963926565,244,5,470,16,0.02127659574468085,24.4,4,5,4,13
C11888,0,9,570.3261317405849,63.36957019339832,165,7,530,11,0.016981132075471698,18.333333333333332,2,4,2,8
C11889,1,14,1766.428258697846,126.17344704984615,354,7,504,13,0.027777777777777776,25.285714285714285,1,5,5,11
C11890,0,10,1656.9412231351466,165.69412231351467,334,7,345,181,0.028985507246376812,33.4,2,4,5,11
C11891,0,5,326.4892620801354,65.29785241602708,112,4,204,171,0.024509803921568627,22.4,2,2,1,5
C11892,0,9,914.8040109757145,101.64489010841272,201,8,492,21,0.018292682926829267,22.333333333333332,5,5,5,15
C11893,0,5,544.3844879466474,108.87689758932947,181,4,302,17,0.016556291390728478,36.2,3,3,3,9
C11894,0,5,280.7329711044475,56.1465942208895,85,5,484,3,0.010330578512396695,17.0,5,1,1,7
C11895,0,6,343.6723532552698,57.27872554254497,82,6,428,4,0.014018691588785047,13.666666666666666,3,4,2,9
C11896,0,10,529.6678969957884,52.96678969957884,157,7,450,64,0.022222222222222223,15.7,5,5,3,13
C11897,0,7,325.46032596706743,46.49433228100963,173,5,362,77,0.019337016574585635,24.714285714285715,4,2,2,8
C11898,0,14,1005.6201154977815,71.83000824984154,362,8,438,2,0.0319634703196347,25.857142857142858,5,5,4,14
C11899,0,11,1252.0069968701844,113.81881789728949,288,7,411,93,0.0267639902676399,26.181818181818183,2,5,5,12
C11900,1,7,714.5939151464923,102.08484502092747,193,4,524,8,0.013358778625954198,27.571428571428573,1,1,2,4
C11901,0,9,840.8445598802203,93.42717332002448,219,8,345,94,0.02608695652173913,24.333333333333332,2,4,3,9
C11902,0,9,1446.052810054609,160.6725344505121,282,6,478,37,0.01882845188284519,31.333333333333332,3,5,5,13
C11903,0,8,424.4848736491656,53.0606092061457,156,6,345,107,0.02318840579710145,19.5,3,4,2,9
C11904,0,3,195.58844946486798,65.19614982162265,94,3,409,131,0.007334963325183374,31.333333333333332,4,2,1,7
C11905,0,7,205.17923511318565,29.311319301883664,79,5,316,167,0.022151898734177215,11.285714285714286,5,4,1,10
C11906,0,6,635.4338101404257,105.90563502340429,147,6,496,15,0.012096774193548387,24.5,2,1,2,5
C11907,0,8,1174.3825888049578,146.79782360061972,214,8,280,132,0.02857142857142857,26.75,2,5,5,12
C11908,0,8,600.2817665894362,75.03522082367952,192,7,400,136,0.02,24.0,3,3,2,8
C11909,1,7,652.5765664006987,93.22522377152838,200,6,302,48,0.023178807947019868,28.571428571428573,1,1,2,4
C11910,0,8,461.33925780817157,57.667407226021446,186,6,479,17,0.016701461377870562,23.25,5,3,2,10
C11911,0,4,389.54579078951963,97.38644769737991,121,4,460,2,0.008695652173913044,30.25,1,1,1,3
C11912,0,5,344.3613100800566,68.87226201601132,110,3,447,77,0.011185682326621925,22.0,4,2,2,8
C11913,0,11,809.4960410952036,73.59054919047306,225,8,409,16,0.02689486552567237,20.454545454545453,2,5,5,12
C11914,0,7,562.7017974662151,80.38597106660215,174,6,239,277,0.029288702928870293,24.857142857142858,4,2,2,8
C11915,0,7,341.0405639602375,48.72008056574821,121,5,370,95,0.01891891891891892,17.285714285714285,1,2,2,5
C11916,0,7,452.1423832527227,64.59176903610324,152,6,437,104,0.016018306636155607,21.714285714285715,4,2,4,10
C11917,0,8,989.8934342883706,123.73667928604632,214,6,367,155,0.021798365122615803,26.75,3,3,4,10
C11918,0,8,473.13180951122695,59.14147618890337,144,5,494,32,0.016194331983805668,18.0,4,4,2,10
C11919,0,10,1414.831933096915,141.4831933096915,316,9,512,24,0.01953125,31.6,5,5,5,15
C11920,0,6,202.1898448044346,33.69830746740577,78,6,485,57,0.012371134020618556,13.0,5,2,2,9
C11921,1,5,316.6415261127949,63.32830522255898,122,4,500,43,0.01,24.4,1,1,1,3
C11922,0,7,507.0526379748376,72.43609113926252,193,6,480,35,0.014583333333333334,27.571428571428573,4,3,3,10
C11923,1,3,25.308027239647917,8.43600907988264,15,3,484,34,0.006198347107438017,5.0,1,1,1,3
C11924,0,8,878.056417630793,109.75705220384913,200,8,460,2,0.017391304347826087,25.0,4,5,4,13
C11925,1,8,459.47177157734035,57.43397144716754,144,6,524,4,0.015267175572519083,18.0,1,2,1,4
C11926,0,7,502.869896332763,71.83855661896614,189,5,542,2,0.012915129151291513,27.0,2,2,1,5
C11927,0,8,641.8233552391558,80.22791940489448,209,6,536,4,0.014925373134328358,26.125,5,5,3,13
C11928,0,5,376.2953913351554,75.25907826703107,95,5,203,46,0.024630541871921183,19.0,4,2,3,9
C11929,0,11,1871.9389575019636,170.17626886381487,338,7,432,80,0.02546296296296296,30.727272727272727,1,5,5,11
C11930,1,12,685.0781077125009,57.08984230937508,210,9,467,60,0.02569593147751606,17.5,1,4,2,7
C11931,1,8,697.4026426076266,87.17533032595333,237,7,494,10,0.016194331983805668,29.625,1,2,2,5
C11932,0,5,312.42950522022255,62.48590104404451,100,5,289,44,0.01730103806228374,20.0,1,1,1,3
C11933,0,6,625.2246532837439,104.20410888062399,112,5,483,19,0.012422360248447204,18.666666666666668,5,3,3,11
C11934,0,7,721.3718449399189,103.0531207057027,208,7,371,170,0.018867924528301886,29.714285714285715,2,3,3,8
C11935,0,7,402.7260148286309,57.53228783266156,119,7,476,7,0.014705882352941176,17.0,3,3,2,8
C11936,0,6,589.8716101571586,98.3119350261931,160,4,372,69,0.016129032258064516,26.666666666666668,3,4,4,11
C11937,0,8,399.3189037059993,49.91486296324991,205,5,397,31,0.020151133501259445,25.625,2,4,1,7
C11938,0,7,511.56575290756297,73.08082184393757,173,5,420,96,0.016666666666666666,24.714285714285715,4,4,2,10
C11939,0,3,123.62812002470241,41.20937334156747,80,2,281,5,0.010676156583629894,26.666666666666668,5,1,1,7
C11940,0,14,1188.908623034367,84.9220445024548,392,7,480,24,0.029166666666666667,28.0,5,5,5,15
C11941,0,6,359.81383974863036,59.968973291438395,164,5,476,35,0.012605042016806723,27.333333333333332,2,1,1,4
C11942,0,10,994.4225050553107,99.44225050553106,197,7,506,5,0.019762845849802372,19.7,1,4,5,10
C11943,0,4,761.9395441567251,190.48488603918128,144,2,343,123,0.011661807580174927,36.0,5,2,3,10
C11944,0,10,1037.2869186660914,103.72869186660914,321,9,515,18,0.019417475728155338,32.1,3,5,5,13
C11945,0,8,400.99147950119936,50.12393493764992,132,6,470,62,0.01702127659574468,16.5,4,5,5,14
C11946,0,8,497.7673035108372,62.22091293885465,224,5,427,49,0.01873536299765808,28.0,2,2,2,6
C11947,0,10,961.2571634377338,96.12571634377338,255,8,475,44,0.021052631578947368,25.5,1,4,4,9
C11948,0,7,523.6170226129104,74.80243180184435,175,5,416,78,0.016826923076923076,25.0,2,3,2,7
C11949,0,5,522.3243173018014,104.46486346036029,106,5,493,17,0.010141987829614604,21.2,3,1,3,7
C11950,0,8,663.0619082293557,82.88273852866946,181,6,367,25,0.021798365122615803,22.625,3,3,3,9
C11951,0,6,450.09611342058383,75.01601890343063,148,5,87,30,0.06896551724137931,24.666666666666668,1,1,1,3
C11952,0,13,1064.6974709384308,81.89980545680237,405,9,501,30,0.02594810379241517,31.153846153846153,1,5,5,11
C11953,0,9,671.1647514766495,74.57386127518328,228,7,538,0,0.016728624535315983,25.333333333333332,5,4,4,13
C11954,0,7,463.978936084602,66.28270515494314,168,6,479,46,0.014613778705636743,24.0,5,4,2,11
C11955,0,13,830.7539052268338,63.904146555910295,316,9,484,59,0.026859504132231406,24.307692307692307,4,5,3,12
C11956,0,10,1071.616188040542,107.1616188040542,243,7,473,34,0.021141649048625793,24.3,5,4,4,13
C11957,0,12,778.575571906238,64.88129765885317,306,9,504,36,0.023809523809523808,25.5,4,5,5,14
C11958,0,11,724.3626639044622,65.85115126404202,261,9,468,59,0.023504273504273504,23.727272727272727,2,4,2,8
C11959,0,12,624.8742574101319,52.07285478417766,216,9,374,9,0.03208556149732621,18.0,1,5,2,8
C11960,0,6,448.69664135798615,74.78277355966436,162,5,416,55,0.014423076923076924,27.0,5,2,2,9
C11961,0,13,918.2686224986597,70.6360478845123,365,10,449,41,0.028953229398663696,28.076923076923077,2,5,4,11
C11962,0,7,1209.6034222803974,172.8004888971996,172,6,292,194,0.023972602739726026,24.571428571428573,3,4,5,12
C11963,0,12,1151.0340922631967,95.91950768859972,344,10,470,54,0.02553191489361702,28.666666666666668,2,5,5,12
C11964,0,9,403.1563921037748,44.7951546781972,230,6,415,86,0.021686746987951807,25.555555555555557,5,4,1,10
C11965,0,9,817.4183195251499,90.82425772501665,249,7,514,24,0.017509727626459144,27.666666666666668,1,3,3,7
C11966,0,6,916.1968244926046,152.69947074876742,151,6,463,76,0.012958963282937365,25.166666666666668,3,2,4,9
C11967,0,3,337.8007116493399,112.60023721644664,51,3,431,9,0.0069605568445475635,17.0,4,1,3,8
C11968,0,4,344.6226669987884,86.1556667496971,112,4,405,96,0.009876543209876543,28.0,5,1,1,7
C11969,0,8,423.64818856857306,52.95602357107163,152,6,435,5,0.01839080459770115,19.0,2,5,4,11
C11970,0,11,1369.1866555752322,124.47151414320292,292,8,430,95,0.02558139534883721,26.545454545454547,5,5,5,15
C11971,0,4,318.90847398718165,79.72711849679541,94,4,455,43,0.008791208791208791,23.5,3,1,2,6
C11972,0,4,233.76507367902488,58.44126841975622,83,4,163,327,0.024539877300613498,20.75,1,1,1,3
C11973,0,6,515.732688011127,85.9554480018545,186,5,476,54,0.012605042016806723,31.0,2,3,5,10
C11974,0,4,206.48660592394583,51.62165148098646,57,3,18,332,0.2222222222222222,14.25,4,1,1,6
C11975,1,5,471.79697136015324,94.35939427203064,92,5,290,76,0.017241379310344827,18.4,1,1,1,3
C11976,0,4,506.13874863349344,126.53468715837336,120,3,519,8,0.007707129094412331,30.0,4,1,1,6
C11977,0,13,657.5977177505213,50.58443982696318,306,7,488,2,0.02663934426229508,23.53846153846154,5,5,3,13
C11978,0,8,1057.5248167042662,132.19060208803327,214,6,430,65,0.018604651162790697,26.75,5,3,4,12
C11979,0,8,921.1497757766318,115.14372197207898,222,8,465,57,0.017204301075268817,27.75,4,3,5,12
